ID,Source_File,Line_Number,Status,Final_Table,Final_Fields,DB_Operations,RFC_Functions,PERFORM_Calls,Confidence,Tainted_Variables,Description
101,input/test_multiple_rfc.abap,85,Complete,ZASYNC_RESULTS,"CREATED_BY, FIELD9",,"Z_PROCESS_COMPLEX_DATA, Z_BACKGROUND_SYNC, Z_CREATE_USER",,0.75,SY-UNAME,"Operations: Rfc Call | Tables: ZASYNC_RESULTS | Fields: 2 affected | RFC: Z_PROCESS_COMPLEX_DATA, Z_BACKGROUND_SYNC | Variables: 1 tainted"
102,input/test_multiple_rfc.abap,86,Complete,ZASYNC_RESULTS,"CREATED_BY, FIELD9",,"Z_PROCESS_COMPLEX_DATA, Z_BACKGROUND_SYNC, Z_CREATE_USER",,0.75,SY-UNAME,"Operations: Rfc Call | Tables: ZASYNC_RESULTS | Fields: 2 affected | RFC: Z_PROCESS_COMPLEX_DATA, Z_BACKGROUND_SYNC | Variables: 1 tainted"
103,input/test_multiple_rfc.abap,95,Complete,ZASYNC_RESULTS,"CREATED_BY, FIELD9",INSERT,"Z_ADMIN_FUNCTION, Z_CREATE_USER, Z_REPLICATE_USER",,0.75,SY-UNAME,"Operations: Rfc Call | Tables: ZASYNC_RESULTS | Fields: 2 affected | RFC: Z_ADMIN_FUNCTION, Z_CREATE_USER | Variables: 1 tainted"
104,input/test_multiple_rfc.abap,97,Complete,ZASYNC_RESULTS,"CREATED_BY, FIELD9",INSERT,"Z_USER_FUNCTION, Z_CREATE_USER, Z_REPLICATE_USER",,0.75,SY-UNAME,"Operations: Rfc Call | Tables: ZASYNC_RESULTS | Fields: 2 affected | RFC: Z_USER_FUNCTION, Z_CREATE_USER | Variables: 1 tainted"
105,input/test_multiple_rfc.abap,100,Complete,ZASYNC_RESULTS,"CREATED_BY, FIELD7, FIELD9",INSERT,"Z_CREATE_USER, Z_REPLICATE_USER, Z_AUDIT_USER",,0.75,"SY-UNAME, RECEIVED_AT","Operations: Assignment | Tables: ZASYNC_RESULTS | Fields: 3 affected | RFC: Z_CREATE_USER, Z_REPLICATE_USER | Variables: 2 tainted"
106,input/test_multiple_rfc.abap,112,Complete,ZASYNC_RESULTS,"CREATED_BY, FIELD7, FIELD9",INSERT,"Z_PROCESS_COMPLEX_DATA, Z_ADMIN_FUNCTION, Z_USER_FUNCTION",,0.75,"SY-UNAME, RECEIVED_AT","Operations: Assignment | Tables: ZASYNC_RESULTS | Fields: 3 affected | RFC: Z_PROCESS_COMPLEX_DATA, Z_ADMIN_FUNCTION | Variables: 2 tainted"
107,input/test_perform_using.abap,3,Complete,ZUSER_PROCESS,"FIELD4, CREATED_DATE",SELECT,,"USING, process_user, with",0.75,"SY-UNAME, GV_USER, GV_ADMIN, GV_SUPERVISOR, GS_DATA-USERNAME","Operations: Assignment, Assignment, Assignment | Tables: ZUSER_PROCESS | Fields: 2 affected | Variables: 11 tainted"
108,input/test_perform_using.abap,4,Complete,ZUSER_PROCESS,"FIELD4, CREATED_DATE",SELECT,,"USING, process_user, with",0.75,"SY-UNAME, GV_USER, GV_ADMIN, GV_SUPERVISOR, GS_DATA-USERNAME","Operations: Assignment, Assignment, Assignment | Tables: ZUSER_PROCESS | Fields: 2 affected | Variables: 11 tainted"
109,input/test_perform_using.abap,5,Complete,ZUSER_PROCESS,"FIELD4, CREATED_DATE","SELECT, UPDATE",,"USING, process_user, with",0.75,"SY-UNAME, GV_USER, GV_ADMIN, GV_SUPERVISOR, GS_DATA-USERNAME","Operations: Assignment, Assignment, Assignment | Tables: ZUSER_PROCESS | Fields: 2 affected | Variables: 11 tainted"
110,input/test_perform_using.abap,11,Complete,ZUSER_PROCESS,"FIELD4, CREATED_DATE","SELECT, UPDATE",,"USING, process_user, with",0.75,"SY-UNAME, GV_USER, GV_ADMIN, GV_SUPERVISOR, GS_DATA-USERNAME","Operations: Assignment, Assignment, Assignment | Tables: ZUSER_PROCESS | Fields: 2 affected | Variables: 11 tainted"
111,input/test_perform_using.abap,15,Complete,ZUSER_PROCESS,"FIELD4, CREATED_DATE","SELECT, UPDATE",,"USING, process_user, with",0.75,"SY-UNAME, GV_ADMIN, GV_SUPERVISOR, GS_DATA-USERNAME, GS_DATA","Operations: Assignment, Assignment, Assignment | Tables: ZUSER_PROCESS | Fields: 2 affected | Variables: 11 tainted"
112,input/test_perform_using.abap,16,Complete,ZUSER_PROCESS,"FIELD4, CREATED_DATE","SELECT, UPDATE",,"USING, process_user, with",0.75,"SY-UNAME, GV_SUPERVISOR, GS_DATA-USERNAME, GS_DATA, GV_USER","Operations: Assignment, Assignment, Structure Field | Tables: ZUSER_PROCESS | Fields: 2 affected | Variables: 10 tainted"
113,input/test_perform_using.abap,23,Complete,ZUSER_PROCESS,"FIELD4, CREATED_DATE","SELECT, UPDATE",,"USING, process_user, with",0.75,"SY-UNAME, GS_DATA-USERNAME, GS_DATA, GV_USER, PROCESS_DATE","Operations: Assignment, Structure Field, Assignment | Tables: ZUSER_PROCESS | Fields: 2 affected | Variables: 9 tainted"
114,input/test_perform_using.abap,24,Complete,ZUSER_PROCESS,"FIELD4, CREATED_DATE","SELECT, UPDATE, INSERT",,"USING, process_user, with",0.75,"SY-UNAME, GV_USER, PROCESS_DATE, PS_DATA-MODIFIED_DATE, PS_DATA","Operations: Assignment, Assignment, Assignment | Tables: ZUSER_PROCESS | Fields: 2 affected | Variables: 7 tainted"
115,input/test_perform_using.abap,28,Complete,ZUSER_PROCESS,"FIELD4, CREATED_DATE","SELECT, UPDATE, INSERT",,"USING, process_user, with",0.75,"SY-UNAME, GV_USER, PROCESS_DATE, PS_DATA-MODIFIED_DATE, PS_DATA","Operations: Assignment, Assignment, Assignment | Tables: ZUSER_PROCESS | Fields: 2 affected | Variables: 7 tainted"
116,input/test_perform_using.abap,31,Complete,ZUSER_PROCESS,"FIELD4, CREATED_DATE","UPDATE, INSERT",,"USING, process_user, with",0.75,"SY-UNAME, GV_USER, PROCESS_DATE, PS_DATA-MODIFIED_DATE, PS_DATA","Operations: Assignment, Assignment, Assignment | Tables: ZUSER_PROCESS | Fields: 2 affected | Variables: 7 tainted"
117,input/test_perform_using.abap,32,Complete,ZUSER_PROCESS,"FIELD4, CREATED_DATE","UPDATE, INSERT",,"USING, process_user, with",0.75,"SY-UNAME, GV_USER, PROCESS_DATE, PS_DATA-MODIFIED_DATE, PS_DATA","Operations: Assignment, Assignment, Assignment | Tables: ZUSER_PROCESS | Fields: 2 affected | Variables: 7 tainted"
118,input/test_perform_using.abap,38,Complete,ZUSER_PROCESS,"FIELD4, CREATED_DATE","UPDATE, INSERT",,"USING, process_user, with",0.75,"SY-UNAME, GV_USER, PROCESS_DATE, PS_DATA-MODIFIED_DATE, PS_DATA","Operations: Assignment, Assignment, Assignment | Tables: ZUSER_PROCESS | Fields: 2 affected | Variables: 7 tainted"
119,input/test_perform_using.abap,42,Complete,ZUSER_TRACE,"FIELD4, FIELD6","UPDATE, INSERT",,"with, validate_access, update_structure",0.75,"SY-UNAME, PROCESS_DATE, PS_DATA-MODIFIED_DATE, PS_DATA, ZUSER_DATA","Operations: Assignment, Assignment, Structure Field | Tables: ZUSER_TRACE | Fields: 2 affected | Variables: 6 tainted"
120,input/test_perform_using.abap,48,Complete,ZUSER_PROCESS,CREATED_DATE,"INSERT, UPDATE, MODIFY",,"with, update_structure, calls",0.75,"SY-UNAME, PS_DATA-MODIFIED_DATE, PS_DATA, ZUSER_DATA, TRACE_TIME","Operations: Assignment, Structure Field, Internal Table | Tables: ZUSER_PROCESS | Fields: 1 affected | Variables: 5 tainted"
121,input/test_perform_using.abap,49,Complete,ZUSER_PROCESS,CREATED_DATE,"INSERT, UPDATE, MODIFY",,"with, update_structure, calls",0.75,"SY-UNAME, PS_DATA-MODIFIED_DATE, PS_DATA, ZUSER_DATA, TRACE_TIME","Operations: Assignment, Structure Field, Internal Table | Tables: ZUSER_PROCESS | Fields: 1 affected | Variables: 5 tainted"
122,input/test_perform_using.abap,61,Complete,ZUSER_TRACE,"FIELD4, FIELD6","INSERT, UPDATE, MODIFY",,"call, sub_process, another_process",0.75,"SY-UNAME, PS_DATA-MODIFIED_DATE, PS_DATA, ZUSER_DATA, TRACE_TIME","Operations: Assignment, Structure Field, Internal Table | Tables: ZUSER_TRACE | Fields: 2 affected | Variables: 5 tainted"
123,input/test_perform_using.abap,70,Complete,ZUSER_PROCESS,CREATED_DATE,"INSERT, UPDATE, MODIFY",,"call, sub_process, another_process",0.75,"SY-UNAME, TRACE_TIME",Operations: Assignment | Tables: ZUSER_PROCESS | Fields: 1 affected | Variables: 2 tainted
124,input/test_perform_using.abap,77,Complete,ZUSER_TRACE,"FIELD4, FIELD6","INSERT, UPDATE, MODIFY",,"call, sub_process, another_process",0.75,"SY-UNAME, TRACE_TIME",Operations: Assignment | Tables: ZUSER_TRACE | Fields: 2 affected | Variables: 2 tainted
125,input/test_perform_using.abap,83,Complete,ZUSER_TRACE,"FIELD4, FIELD6","MODIFY, UPDATE, INSERT",,"call, sub_process, another_process",0.75,"SY-UNAME, TRACE_TIME",Operations: Assignment | Tables: ZUSER_TRACE | Fields: 2 affected | Variables: 2 tainted
126,input/test_perform_using.abap,89,Complete,ZUSER_TRACE,"FIELD4, FIELD6","UPDATE, INSERT",,"call, sub_process, another_process",0.75,"SY-UNAME, TRACE_TIME",Operations: Assignment | Tables: ZUSER_TRACE | Fields: 2 affected | Variables: 2 tainted
127,input/test_perform_using.abap,95,Complete,ZUSER_TRACE,FIELD6,"UPDATE, INSERT",,"call, sub_process, another_process",0.60,SY-UNAME,Tables: ZUSER_TRACE | Fields: 1 affected | Variables: 1 tainted
128,input/user_example.abap,3,Complete,ZTABLE,CHANGED_BY,UPDATE,,,0.80,"SY-UNAME, AENAM",Operations: Assignment | Variables: 2 tainted
129,input/ztest.abap,4,Complete,VARIABLE,GV_USER,,"Z_USER_CHECK, TR_TASK_OVERVIEW",,0.65,"SY-UNAME, GV_USER, IV_USERNAME","Operations: Assignment, Assignment, Rfc Call | RFC: Z_USER_CHECK, TR_TASK_OVERVIEW | Variables: 3 tainted"
130,input/ztest.abap,9,Complete,VARIABLE,IV_USERNAME,,"Z_USER_CHECK, TR_TASK_OVERVIEW",,0.65,"SY-UNAME, IV_USERNAME","Operations: Assignment, Rfc Call | RFC: Z_USER_CHECK, TR_TASK_OVERVIEW | Variables: 2 tainted"
131,input/test_cp949.abap,3,Complete,VARIABLE,LV_USER,,,,0.65,"SY-UNAME, LV_USER",Operations: Assignment | Variables: 2 tainted
