ID,Source_File,Line_Number,Status,Final_Table,Final_Fields,DB_Operations,RFC_Functions,PERFORM_Calls,Tainted_Variables,Description,Error_Reason
109,input/test_insert_values.abap,11,Complete,ZUSER_RECORDS,CREATED_BY,"INSERT, SELECT",,,"SY-UNAME, LV_CREATOR, USERNAME, TIMESTAMP, CLIENT","Operations: Assignment, Assignment, Assignment | Tables: ZUSER_RECORDS | Fields: 1 affected | Variables: 11 tainted",
110,input/test_insert_values.abap,14,Complete,ZUSER_RECORDS,CREATED_BY,"INSERT, SELECT, UPDATE",,,"SY-UNAME, USERNAME, TIMESTAMP, CLIENT, CREATED_BY","Operations: Assignment, Assignment, Assignment | Tables: ZUSER_RECORDS | Fields: 1 affected | Variables: 10 tainted",
111,input/test_insert_values.abap,21,Complete,ZUSER_RECORDS,CREATED_BY,"INSERT, SELECT, UPDATE",,,"SY-UNAME, CREATED_BY, CREATED_DATE, LV_MODIFIER, LS_RECORD-CREATED_BY","Operations: Assignment, Assignment, Assignment | Tables: ZUSER_RECORDS | Fields: 1 affected | Variables: 7 tainted",
112,input/test_insert_values.abap,27,Complete,ZUSER_RECORDS,CREATED_BY,"SELECT, INSERT, UPDATE",,,"SY-UNAME, LV_MODIFIER, LS_RECORD-CREATED_BY, LS_RECORD, LS_RECORD-CREATED_DATE","Operations: Assignment, Assignment, Structure Field | Tables: ZUSER_RECORDS | Fields: 1 affected | Variables: 5 tainted",
113,input/test_insert_values.abap,30,Complete,ZUSER_RECORDS,CREATED_BY,"INSERT, UPDATE, DELETE",,,"SY-UNAME, LS_RECORD-CREATED_BY, LS_RECORD, LS_RECORD-CREATED_DATE","Operations: Assignment, Structure Field, Assignment | Tables: ZUSER_RECORDS | Fields: 1 affected | Variables: 4 tainted",
114,input/test_insert_values.abap,32,Complete,ZUSER_RECORDS,CREATED_BY,"INSERT, UPDATE, DELETE",,,"SY-UNAME, LS_RECORD-CREATED_BY, LS_RECORD, LS_RECORD-CREATED_DATE","Operations: Assignment, Structure Field, Assignment | Tables: ZUSER_RECORDS | Fields: 1 affected | Variables: 4 tainted",
115,input/test_insert_values.abap,35,Complete,ZUSER_RECORDS,CREATED_BY,"INSERT, UPDATE, DELETE",,,"SY-UNAME, LS_RECORD-CREATED_BY, LS_RECORD, LS_RECORD-CREATED_DATE","Operations: Assignment, Structure Field, Assignment | Tables: ZUSER_RECORDS | Fields: 1 affected | Variables: 4 tainted",
116,input/test_insert_values.abap,42,Complete,ZUSER_LOG,"CLIENT, CREATED_BY, FIELD12","INSERT, UPDATE, DELETE",,,"SY-UNAME, CREATED_DATE","Operations: Assignment, Assignment | Tables: ZUSER_LOG | Fields: 3 affected | Variables: 2 tainted",
117,input/test_insert_values.abap,51,Complete,ZACTIONS,CREATED_BY,"UPDATE, DELETE, INSERT",,,SY-UNAME,Variables: 1 tainted,
118,input/test_mixed.abap,3,Partial,,LOCAL_VAR,SELECT,,,SY-UNAME,Variables: 1 tainted,Variable declaration - tracks SY-UNAME but no direct DB operation
119,input/test_mixed.abap,7,Partial,,LOCAL_VAR,SELECT,,,SY-UNAME,Variables: 1 tainted,"Missing table name, DB operation - incomplete tracking"
120,input/test_multiline.abap,3,Partial,,LOCAL_VAR,SELECT,,,SY-UNAME,Variables: 1 tainted,"Missing table name, DB operation - incomplete tracking"
121,input/test_multiline.abap,8,Partial,,LOCAL_VAR,SELECT,,,SY-UNAME,Variables: 1 tainted,Variable declaration - tracks SY-UNAME but no direct DB operation
122,input/test_multiline_scenario.abap,3,Partial,,,UPDATE,,,"SY-UNAME, GV_USER, LAST_CHANGED_AT","Operations: Assignment, Assignment | Variables: 3 tainted",Variable declaration - tracks SY-UNAME but no direct DB operation
123,input/test_multiline_scenario.abap,6,Partial,,GV_USER,UPDATE,,,"SY-UNAME, GV_USER, LAST_CHANGED_AT","Operations: Assignment, Assignment | Variables: 3 tainted",Variable assignment - intermediate step before DB operation
124,input/test_multiline_update.abap,3,Complete,ZTABLE1,USER,"UPDATE, SELECT",,,"SY-UNAME, LV_USERNAME, LV_CLIENT, CLIENT","Operations: Assignment, Assignment, Assignment | Variables: 4 tainted",
125,input/test_multiline_update.abap,10,Complete,ZTABLE1,USER,"UPDATE, SELECT",,,"SY-UNAME, LV_USERNAME, LV_CLIENT, CLIENT","Operations: Assignment, Assignment, Assignment | Variables: 4 tainted",
126,input/test_multiline_update.abap,33,Complete,ZEMPLOYEES,APPROVER,"UPDATE, SELECT",,,"SY-UNAME, LV_USERNAME",Operations: Assignment | Variables: 2 tainted,
127,input/test_multiline_update.abap,40,Complete,ZTABLE1,USER,"UPDATE, SELECT",,,"SY-UNAME, LV_USERNAME",Operations: Assignment | Variables: 2 tainted,
128,input/test_multiple_rfc.abap,3,Complete,ZASYNC_RESULTS,"CREATED_BY, FIELD9","SELECT, UPDATE",,,"SY-UNAME, GV_USER","Operations: Assignment, Rfc Call | Tables: ZASYNC_RESULTS | Fields: 2 affected | Variables: 2 tainted",
129,input/test_multiple_rfc.abap,4,Complete,ZASYNC_RESULTS,"CREATED_BY, FIELD9","SELECT, UPDATE",,,"SY-UNAME, GV_USER","Operations: Assignment, Rfc Call | Tables: ZASYNC_RESULTS | Fields: 2 affected | Variables: 2 tainted",
130,input/test_multiple_rfc.abap,5,Complete,ZASYNC_RESULTS,"CREATED_BY, FIELD9","SELECT, UPDATE",,,"SY-UNAME, GV_USER","Operations: Assignment, Rfc Call | Tables: ZASYNC_RESULTS | Fields: 2 affected | Variables: 2 tainted",
131,input/test_multiple_rfc.abap,13,Complete,ZASYNC_RESULTS,"CREATED_BY, FIELD9","SELECT, UPDATE",,,"SY-UNAME, GV_USER","Operations: Assignment, Rfc Call | Tables: ZASYNC_RESULTS | Fields: 2 affected | Variables: 2 tainted",
132,input/test_multiple_rfc.abap,21,Complete,ZASYNC_RESULTS,"CREATED_BY, FIELD9","SELECT, UPDATE",,,"SY-UNAME, GV_REMOTE_USER","Operations: Assignment, Rfc Call | Tables: ZASYNC_RESULTS | Fields: 2 affected | Variables: 2 tainted",
133,input/test_multiple_rfc.abap,36,Complete,ZASYNC_RESULTS,"CREATED_BY, FIELD9",UPDATE,,,"SY-UNAME, GS_USER_DATA-USERNAME, GS_USER_DATA, GS_USER_DATA-CLIENT, GS_USER_DATA-CREATED_DATE","Operations: Assignment, Structure Field, Assignment | Tables: ZASYNC_RESULTS | Fields: 2 affected | Variables: 6 tainted",
134,input/test_multiple_rfc.abap,48,Complete,ZASYNC_RESULTS,"CREATED_BY, FIELD9",UPDATE,,,"SY-UNAME, GV_SYNC_USER","Operations: Assignment, Rfc Call | Tables: ZASYNC_RESULTS | Fields: 2 affected | Variables: 2 tainted",
135,input/test_multiple_rfc.abap,62,Complete,ZASYNC_RESULTS,"CREATED_BY, FIELD9",UPDATE,,,"SY-UNAME, IV_USER, IV_DATE, LV_TEMP_USER","Operations: Assignment, Assignment, Assignment | Tables: ZASYNC_RESULTS | Fields: 2 affected | Variables: 4 tainted",
136,input/test_multiple_rfc.abap,68,Complete,ZASYNC_RESULTS,"CREATED_BY, FIELD9",,,,"SY-UNAME, LV_TEMP_USER","Operations: Assignment, Rfc Call | Tables: ZASYNC_RESULTS | Fields: 2 affected | Variables: 2 tainted",
137,input/test_multiple_rfc.abap,69,Complete,ZASYNC_RESULTS,"CREATED_BY, FIELD9",,,,"SY-UNAME, LV_TEMP_USER","Operations: Assignment, Rfc Call | Tables: ZASYNC_RESULTS | Fields: 2 affected | Variables: 2 tainted",
138,input/test_multiple_rfc.abap,84,Complete,ZASYNC_RESULTS,"CREATED_BY, FIELD9",,,,"SY-UNAME, LS_COMPLEX-CREATED_BY, LS_COMPLEX","Operations: Assignment, Structure Field, Rfc Call | Tables: ZASYNC_RESULTS | Fields: 2 affected | Variables: 3 tainted",
139,input/test_multiple_rfc.abap,85,Complete,ZASYNC_RESULTS,"CREATED_BY, FIELD9",,,,SY-UNAME,Operations: Rfc Call | Tables: ZASYNC_RESULTS | Fields: 2 affected | Variables: 1 tainted,
140,input/test_multiple_rfc.abap,86,Complete,ZASYNC_RESULTS,"CREATED_BY, FIELD9",,,,SY-UNAME,Operations: Rfc Call | Tables: ZASYNC_RESULTS | Fields: 2 affected | Variables: 1 tainted,
141,input/test_multiple_rfc.abap,95,Complete,ZASYNC_RESULTS,"CREATED_BY, FIELD9",INSERT,,,SY-UNAME,Operations: Rfc Call | Tables: ZASYNC_RESULTS | Fields: 2 affected | Variables: 1 tainted,
142,input/test_multiple_rfc.abap,97,Complete,ZASYNC_RESULTS,"CREATED_BY, FIELD9",INSERT,,,SY-UNAME,Operations: Rfc Call | Tables: ZASYNC_RESULTS | Fields: 2 affected | Variables: 1 tainted,
143,input/test_multiple_rfc.abap,100,Complete,ZASYNC_RESULTS,"CREATED_BY, FIELD7, FIELD9",INSERT,,,"SY-UNAME, RECEIVED_AT",Operations: Assignment | Tables: ZASYNC_RESULTS | Fields: 3 affected | Variables: 2 tainted,
144,input/test_multiple_rfc.abap,112,Complete,ZASYNC_RESULTS,"CREATED_BY, FIELD7, FIELD9",INSERT,,,"SY-UNAME, RECEIVED_AT",Operations: Assignment | Tables: ZASYNC_RESULTS | Fields: 3 affected | Variables: 2 tainted,
145,input/test_perform_using.abap,3,Complete,ZUSER_PROCESS,"FIELD4, CREATED_DATE",SELECT,,,"SY-UNAME, GV_USER, GV_ADMIN, GV_SUPERVISOR, GS_DATA-USERNAME","Operations: Assignment, Assignment, Assignment | Tables: ZUSER_PROCESS | Fields: 2 affected | Variables: 11 tainted",
146,input/test_perform_using.abap,4,Complete,ZUSER_PROCESS,"FIELD4, CREATED_DATE",SELECT,,,"SY-UNAME, GV_USER, GV_ADMIN, GV_SUPERVISOR, GS_DATA-USERNAME","Operations: Assignment, Assignment, Assignment | Tables: ZUSER_PROCESS | Fields: 2 affected | Variables: 11 tainted",
147,input/test_perform_using.abap,5,Complete,ZUSER_PROCESS,"FIELD4, CREATED_DATE","SELECT, UPDATE",,,"SY-UNAME, GV_USER, GV_ADMIN, GV_SUPERVISOR, GS_DATA-USERNAME","Operations: Assignment, Assignment, Assignment | Tables: ZUSER_PROCESS | Fields: 2 affected | Variables: 11 tainted",
148,input/test_perform_using.abap,11,Complete,ZUSER_PROCESS,"FIELD4, CREATED_DATE","SELECT, UPDATE",,,"SY-UNAME, GV_USER, GV_ADMIN, GV_SUPERVISOR, GS_DATA-USERNAME","Operations: Assignment, Assignment, Assignment | Tables: ZUSER_PROCESS | Fields: 2 affected | Variables: 11 tainted",
149,input/test_perform_using.abap,15,Complete,ZUSER_PROCESS,"FIELD4, CREATED_DATE","SELECT, UPDATE",,,"SY-UNAME, GV_ADMIN, GV_SUPERVISOR, GS_DATA-USERNAME, GS_DATA","Operations: Assignment, Assignment, Assignment | Tables: ZUSER_PROCESS | Fields: 2 affected | Variables: 11 tainted",
150,input/test_perform_using.abap,16,Complete,ZUSER_PROCESS,"FIELD4, CREATED_DATE","SELECT, UPDATE",,,"SY-UNAME, GV_SUPERVISOR, GS_DATA-USERNAME, GS_DATA, GV_USER","Operations: Assignment, Assignment, Structure Field | Tables: ZUSER_PROCESS | Fields: 2 affected | Variables: 10 tainted",
151,input/test_perform_using.abap,23,Complete,ZUSER_PROCESS,"FIELD4, CREATED_DATE","SELECT, UPDATE",,,"SY-UNAME, GS_DATA-USERNAME, GS_DATA, GV_USER, PROCESS_DATE","Operations: Assignment, Structure Field, Assignment | Tables: ZUSER_PROCESS | Fields: 2 affected | Variables: 9 tainted",
152,input/test_perform_using.abap,24,Complete,ZUSER_PROCESS,"FIELD4, CREATED_DATE","SELECT, UPDATE, INSERT",,,"SY-UNAME, GV_USER, PROCESS_DATE, PS_DATA-MODIFIED_DATE, PS_DATA","Operations: Assignment, Assignment, Assignment | Tables: ZUSER_PROCESS | Fields: 2 affected | Variables: 7 tainted",
153,input/test_perform_using.abap,28,Complete,ZUSER_PROCESS,"FIELD4, CREATED_DATE","SELECT, UPDATE, INSERT",,,"SY-UNAME, GV_USER, PROCESS_DATE, PS_DATA-MODIFIED_DATE, PS_DATA","Operations: Assignment, Assignment, Assignment | Tables: ZUSER_PROCESS | Fields: 2 affected | Variables: 7 tainted",
154,input/test_perform_using.abap,31,Complete,ZUSER_PROCESS,"FIELD4, CREATED_DATE","UPDATE, INSERT",,,"SY-UNAME, GV_USER, PROCESS_DATE, PS_DATA-MODIFIED_DATE, PS_DATA","Operations: Assignment, Assignment, Assignment | Tables: ZUSER_PROCESS | Fields: 2 affected | Variables: 7 tainted",
155,input/test_perform_using.abap,32,Complete,ZUSER_PROCESS,"FIELD4, CREATED_DATE","UPDATE, INSERT",,,"SY-UNAME, GV_USER, PROCESS_DATE, PS_DATA-MODIFIED_DATE, PS_DATA","Operations: Assignment, Assignment, Assignment | Tables: ZUSER_PROCESS | Fields: 2 affected | Variables: 7 tainted",
156,input/test_perform_using.abap,38,Complete,ZUSER_PROCESS,"FIELD4, CREATED_DATE","UPDATE, INSERT",,,"SY-UNAME, GV_USER, PROCESS_DATE, PS_DATA-MODIFIED_DATE, PS_DATA","Operations: Assignment, Assignment, Assignment | Tables: ZUSER_PROCESS | Fields: 2 affected | Variables: 7 tainted",
157,input/test_perform_using.abap,42,Complete,ZUSER_TRACE,"FIELD4, FIELD6","UPDATE, INSERT",,,"SY-UNAME, PROCESS_DATE, PS_DATA-MODIFIED_DATE, PS_DATA, ZUSER_DATA","Operations: Assignment, Assignment, Structure Field | Tables: ZUSER_TRACE | Fields: 2 affected | Variables: 6 tainted",
158,input/test_perform_using.abap,48,Complete,ZUSER_PROCESS,CREATED_DATE,"INSERT, UPDATE, MODIFY",,,"SY-UNAME, PS_DATA-MODIFIED_DATE, PS_DATA, ZUSER_DATA, TRACE_TIME","Operations: Assignment, Structure Field, Internal Table | Tables: ZUSER_PROCESS | Fields: 1 affected | Variables: 5 tainted",
159,input/test_perform_using.abap,49,Complete,ZUSER_PROCESS,CREATED_DATE,"INSERT, UPDATE, MODIFY",,,"SY-UNAME, PS_DATA-MODIFIED_DATE, PS_DATA, ZUSER_DATA, TRACE_TIME","Operations: Assignment, Structure Field, Internal Table | Tables: ZUSER_PROCESS | Fields: 1 affected | Variables: 5 tainted",
160,input/test_perform_using.abap,61,Complete,ZUSER_TRACE,"FIELD4, FIELD6","INSERT, UPDATE, MODIFY",,,"SY-UNAME, PS_DATA-MODIFIED_DATE, PS_DATA, ZUSER_DATA, TRACE_TIME","Operations: Assignment, Structure Field, Internal Table | Tables: ZUSER_TRACE | Fields: 2 affected | Variables: 5 tainted",
161,input/test_perform_using.abap,70,Complete,ZUSER_PROCESS,CREATED_DATE,"INSERT, UPDATE, MODIFY",,,"SY-UNAME, TRACE_TIME",Operations: Assignment | Tables: ZUSER_PROCESS | Fields: 1 affected | Variables: 2 tainted,
162,input/test_perform_using.abap,77,Complete,ZUSER_TRACE,"FIELD4, FIELD6","INSERT, UPDATE, MODIFY",,,"SY-UNAME, TRACE_TIME",Operations: Assignment | Tables: ZUSER_TRACE | Fields: 2 affected | Variables: 2 tainted,
163,input/test_perform_using.abap,83,Complete,ZUSER_TRACE,"FIELD4, FIELD6","MODIFY, UPDATE, INSERT",,,"SY-UNAME, TRACE_TIME",Operations: Assignment | Tables: ZUSER_TRACE | Fields: 2 affected | Variables: 2 tainted,
164,input/test_perform_using.abap,89,Complete,ZUSER_TRACE,"FIELD4, FIELD6","UPDATE, INSERT",,,"SY-UNAME, TRACE_TIME",Operations: Assignment | Tables: ZUSER_TRACE | Fields: 2 affected | Variables: 2 tainted,
165,input/test_perform_using.abap,95,Partial,ZUSER_TRACE,FIELD6,"UPDATE, INSERT",,,SY-UNAME,Tables: ZUSER_TRACE | Fields: 1 affected | Variables: 1 tainted,Variable declaration - tracks SY-UNAME but no direct DB operation
166,input/test_sample.abap,10,Complete,ZTABLE,CREATED_BY,"SELECT, INSERT, UPDATE",,,"SY-UNAME, LV_USER, LS_DATA-CREATED_BY, LS_DATA, LS_DATA-CREATED_DATE","Operations: Assignment, Assignment, Structure Field | Tables: ZTABLE | Fields: 1 affected | Variables: 5 tainted",
167,input/test_sample.abap,25,Complete,ZTABLE,CHANGED_BY,"SELECT, INSERT, UPDATE",,,"SY-UNAME, LS_DATA-CHANGED_BY, LS_DATA","Operations: Assignment, Structure Field, DATABASE_UPDATE | Tables: ZTABLE | Fields: 1 affected | Variables: 3 tainted",
168,input/user_example.abap,3,Partial,,AENAM,UPDATE,,,"SY-UNAME, AENAM",Operations: Assignment | Variables: 2 tainted,Variable assignment - intermediate step before DB operation
169,input/zabap.abap,1,Complete,ZAPA0020,CREATED_BY,INSERT,,,"SY-UNAME, ZPA0020-ERNAM, ZPA0020","Operations: Assignment, Structure Field | Variables: 3 tainted",
170,input/zpa0020_fixed.abap,5,Partial,,LOCAL_VAR,,,,"SY-UNAME, ZPA0020-ADQN, ZPA0020, ZPA0020-ERNAM","Operations: Assignment, Structure Field, Assignment | Variables: 4 tainted",Variable assignment - intermediate step before DB operation
171,input/zpa0020_fixed.abap,6,Partial,,LOCAL_VAR,,,,"SY-UNAME, ZPA0020-ERNAM, ZPA0020","Operations: Assignment, Structure Field | Variables: 3 tainted",Variable assignment - intermediate step before DB operation
172,input/ztest.abap,4,Partial,,GV_USER,,"Z_USER_CHECK, TR_TASK_OVERVIEW",,"SY-UNAME, GV_USER, IV_USERNAME","Operations: Assignment, Assignment, Rfc Call | RFC: Z_USER_CHECK, TR_TASK_OVERVIEW | Variables: 3 tainted",Variable assignment - intermediate step before DB operation
173,input/ztest.abap,9,Partial,,IV_USERNAME,,"Z_USER_CHECK, TR_TASK_OVERVIEW",,"SY-UNAME, IV_USERNAME","Operations: Assignment, Rfc Call | RFC: Z_USER_CHECK, TR_TASK_OVERVIEW | Variables: 2 tainted",Variable assignment - intermediate step before DB operation
174,input/complex_db_operations_01.abap,41,Not Found,ZAUDIT,"CLIENT, CREATED_BY, FIELD18, CREATED_DATE, FIELD27",UPDATE,,,,Tables: ZAUDIT | Fields: 5 affected,"No SY-UNAME found at line 30. Found: 'order_id    TYPE numc10,'"
175,input/complex_db_operations_01.abap,59,Not Found,ZAUDIT,"CLIENT, CREATED_BY, FIELD18, CREATED_DATE, FIELD27","UPDATE, SELECT, INSERT",,,,Tables: ZAUDIT | Fields: 5 affected,Line 30 is empty
176,input/complex_db_operations_01.abap,69,Not Found,ZAUDIT,"CLIENT, CREATED_BY, FIELD18, CREATED_DATE, FIELD27","UPDATE, SELECT, INSERT",,,,Tables: ZAUDIT | Fields: 5 affected,"No SY-UNAME found at line 30. Found: '<fs_audit> TYPE any,'"
177,input/complex_db_operations_01.abap,85,Not Found,ZAUDIT,"CLIENT, CREATED_BY, FIELD18, CREATED_DATE, FIELD27","SELECT, INSERT",,,,Tables: ZAUDIT | Fields: 5 affected,No SY-UNAME found at line 30. Found: 'timestamp = sy-uzeit'
178,input/complex_db_operations_01.abap,86,Complete,ZTABLE,CREATED_BY,"SELECT, INSERT",,,"SY-UNAME, CHANGED_BY, CHANGE_DATE, CHANGE_TIME, LV_USERNAME","Operations: Assignment, Assignment, Assignment | Tables: ZTABLE | Fields: 1 affected | Variables: 13 tainted",
179,input/complex_db_operations_01.abap,103,Not Found,ZAUDIT,"CLIENT, CREATED_BY, FIELD18, CREATED_DATE, FIELD27",INSERT,,,,Tables: ZAUDIT | Fields: 5 affected,No SY-UNAME found at line 30. Found: 'wa_user-email = 'john.doe@company.com'.'
180,input/complex_db_operations_01.abap,138,Complete,ZTABLE,UPDATED_BY,"INSERT, UPDATE, SELECT",,,"SY-UNAME, CHANGE_DATE, CHANGE_TIME, UPDATED_ON, LV_CURRENT_USER","Operations: Assignment, Assignment, Assignment | Tables: ZTABLE | Fields: 1 affected | Variables: 17 tainted",
181,input/complex_db_operations_01.abap,151,Complete,ZTABLE,UPDATED_BY,"UPDATE, INSERT, SELECT",,,"SY-UNAME, LV_CURRENT_USER, UPDATED_ON, WA_ORDER-UPDATED_BY, WA_ORDER","Operations: Assignment, Assignment, Assignment | Tables: ZTABLE | Fields: 1 affected | Variables: 15 tainted",
182,input/complex_db_operations_01.abap,169,Not Found,ZORDER,UPDATED_BY,"SELECT, UPDATE",,,,SY-UNAME usage detected,No SY-UNAME found at line 30. Found: 'updated_on = wa_order-updated_'
183,input/complex_db_operations_01.abap,187,Not Found,ZORDER,CHANGED_BY,UPDATE,,,,SY-UNAME usage detected,No SY-UNAME found at line 30. Found: 'LOOP AT it_orders INTO wa_order.'
184,input/complex_db_operations_01.abap,203,Not Found,ZAUDIT,CHANGED_BY,UPDATE,,,,SY-UNAME usage detected,"No SY-UNAME found at line 30. Found: 'change_time = lv_time,'"
185,input/complex_db_operations_01.abap,217,Not Found,ZTABLE,CHANGED_BY,"UPDATE, MODIFY",,"with, update_audit_trail, create_user_entry",,SY-UNAME usage detected,Line 30 is empty
186,input/complex_db_operations_01.abap,237,Not Found,ZAUDIT,MODIFIED_BY,"UPDATE, MODIFY",,"with, update_audit_trail, create_user_entry",,SY-UNAME usage detected,No SY-UNAME found at line 30. Found: 'DO 3 TIMES.'
187,input/complex_db_operations_01.abap,251,Not Found,ZUSER_LOG,"CLIENT, CREATED_DATE","MODIFY, UPDATE",,,,Tables: ZUSER_LOG | Fields: 2 affected,No SY-UNAME found at line 30. Found: 'wa_order-updated_by = lv_current_user.'
188,input/complex_db_operations_01.abap,271,Not Found,ZUSER_LOG,"CLIENT, CREATED_DATE","UPDATE, MODIFY",,,,Tables: ZUSER_LOG | Fields: 2 affected,No SY-UNAME found at line 30. Found: 'LOOP AT it_audit INTO wa_audit.'
189,input/complex_db_operations_01.abap,294,Not Found,ZUSER_LOG,"CLIENT, CREATED_DATE","MODIFY, UPDATE",,,,Tables: ZUSER_LOG | Fields: 2 affected,Line 30 is a comment: '* Pattern M09: Multi-table MODIFY operations'
190,input/complex_db_operations_01.abap,317,Not Found,ZUSER_LOG,"CLIENT, CREATED_DATE","UPDATE, MODIFY, SELECT",,,,Tables: ZUSER_LOG | Fields: 2 affected,No SY-UNAME found at line 30. Found: 'LOOP AT lt_temp_users INTO wa_user.'
191,input/complex_db_operations_01.abap,333,Complete,ZUSER_LOG,"CLIENT, FIELD10, CREATED_DATE","SELECT, UPDATE, MODIFY",,,"SY-UNAME, LV_USERNAME, LV_CURRENT_USER, WA_USER-CREATED_ON, WA_USER","Operations: Assignment, Assignment, Assignment | Tables: ZUSER_LOG | Fields: 3 affected | Variables: 6 tainted",
192,input/complex_db_operations_01.abap,334,Not Found,ZUSER_LOG,"CLIENT, CREATED_DATE","SELECT, UPDATE, MODIFY",,,,Tables: ZUSER_LOG | Fields: 2 affected,No SY-UNAME found at line 30. Found: 'DELETE FROM zaudit WHERE user_name = lv_username'
193,input/complex_db_operations_01.abap,335,Not Found,ZUSER_LOG,"CLIENT, CREATED_DATE","SELECT, UPDATE, MODIFY",,,,Tables: ZUSER_LOG | Fields: 2 affected,No SY-UNAME found at line 30. Found: 'AND change_date < sy-datum'
194,input/complex_db_operations_01.abap,348,Complete,ZUSER_LOG,"CLIENT, FIELD10, CREATED_DATE","DELETE, SELECT, UPDATE",,,"SY-UNAME, LV_USERNAME, WA_USER-CREATED_ON, WA_USER, TIMESTAMP","Operations: Assignment, Assignment, Structure Field | Tables: ZUSER_LOG | Fields: 3 affected | Variables: 5 tainted",
195,input/complex_db_operations_01.abap,363,Not Found,ZUSER_LOG,"CLIENT, CREATED_DATE","DELETE, SELECT, UPDATE",,,,Tables: ZUSER_LOG | Fields: 2 affected,Line 30 is a comment: '* Pattern PERF02: PERFORM with tainted variables'
196,input/complex_db_operations_01.abap,391,Not Found,ZUSER_LOG,"CLIENT, CREATED_DATE",INSERT,,,,Tables: ZUSER_LOG | Fields: 2 affected,No SY-UNAME found at line 30. Found: 'action = p_action'
197,input/complex_db_operations_01.abap,412,Not Found,ZUSER_LOG,"CLIENT, CREATED_DATE",,,,,Tables: ZUSER_LOG | Fields: 2 affected,Line 30 out of range (file has 15 lines)
198,input/complex_db_operations_01.abap,429,Not Found,,,,,,,SY-UNAME usage detected,Line 30 out of range (file has 0 lines)
199,input/complex_db_operations_01.abap,455,Not Found,,,,,,,SY-UNAME usage detected,Line 30 out of range (file has 0 lines)
200,input/complex_db_operations_01.abap,471,Not Found,,,,,,,SY-UNAME usage detected,Line 30 out of range (file has 0 lines)
201,input/complex_db_operations_01.abap,491,Not Found,,,,,,,SY-UNAME usage detected,Line 30 out of range (file has 0 lines)
202,input/complex_db_operations_01.abap,506,Not Found,,,,,,,SY-UNAME usage detected,Line 30 out of range (file has 0 lines)
203,input/complex_db_operations_01.abap,539,Not Found,,,,,,,SY-UNAME usage detected,Line 30 out of range (file has 0 lines)
204,input/mixed_patterns_test.abap,50,Not Found,,LOCAL_VAR,,"Z_USER_MANAGEMENT_RFC, Z_AUDIT_LOG_RFC, Z_COMPLEX_USER_SYNC",,,"RFC: Z_USER_MANAGEMENT_RFC, Z_AUDIT_LOG_RFC","No SY-UNAME found at line 30. Found: 'created_by  TYPE syuname,'"
205,input/mixed_patterns_test.abap,56,Not Found,,LOCAL_VAR,,"Z_USER_MANAGEMENT_RFC, Z_AUDIT_LOG_RFC, Z_COMPLEX_USER_SYNC",,,"RFC: Z_USER_MANAGEMENT_RFC, Z_AUDIT_LOG_RFC","No SY-UNAME found at line 30. Found: 'wa_rfc        TYPE ty_rfc_params,'"
206,input/mixed_patterns_test.abap,72,Not Found,,LOCAL_VAR,SELECT,"Z_USER_MANAGEMENT_RFC, Z_AUDIT_LOG_RFC, Z_COMPLEX_USER_SYNC",,,"RFC: Z_USER_MANAGEMENT_RFC, Z_AUDIT_LOG_RFC","No SY-UNAME found at line 30. Found: 'FIELD-SYMBOLS: <fs_user>  TYPE any,'"
207,input/mixed_patterns_test.abap,90,Not Found,ZRFC_LOG,"CLIENT, FIELD15",SELECT,,,,Tables: ZRFC_LOG | Fields: 2 affected,Line 30 is a comment: '* Pattern R02: RFC with sy-uname propagated throug'
208,input/mixed_patterns_test.abap,113,Not Found,,LOCAL_VAR,,"Z_AUDIT_LOG_RFC, Z_COMPLEX_USER_SYNC, Z_BACKGROUND_USER_PROCESS",,,"RFC: Z_AUDIT_LOG_RFC, Z_COMPLEX_USER_SYNC",No SY-UNAME found at line 30. Found: 'CHANGING'
209,input/mixed_patterns_test.abap,114,Not Found,,CV_LAST_SYNC_USER,,"Z_AUDIT_LOG_RFC, Z_COMPLEX_USER_SYNC, Z_BACKGROUND_USER_PROCESS",,,"RFC: Z_AUDIT_LOG_RFC, Z_COMPLEX_USER_SYNC",No SY-UNAME found at line 30. Found: 'cv_last_sync_user  = lv_current_user'
210,input/mixed_patterns_test.abap,135,Not Found,,LOCAL_VAR,,"Z_BACKGROUND_USER_PROCESS, Z_ADMIN_FUNCTIONS, Z_STANDARD_USER_RFC",,,"RFC: Z_BACKGROUND_USER_PROCESS, Z_ADMIN_FUNCTIONS",No SY-UNAME found at line 30. Found: 'DESTINATION 'ADMIN_SYSTEM''
211,input/mixed_patterns_test.abap,158,Not Found,ZAUDIT,"CLIENT, CREATED_BY, CREATED_DATE, FIELD38",UPDATE,,,,Tables: ZAUDIT | Fields: 4 affected,No SY-UNAME found at line 30. Found: 'wa_rfc-timestamp = sy-uzeit.'
212,input/mixed_patterns_test.abap,174,Not Found,ZAUDIT,"CLIENT, CREATED_BY, CREATED_DATE, FIELD38",UPDATE,,,,Tables: ZAUDIT | Fields: 4 affected,No SY-UNAME found at line 30. Found: 'DESTINATION 'VALIDATION_SERVER''
213,input/mixed_patterns_test.abap,187,Not Found,ZAUDIT,"CLIENT, CREATED_BY, CREATED_DATE, FIELD38",,,,,Tables: ZAUDIT | Fields: 4 affected,No SY-UNAME found at line 30. Found: 'IMPORTING'
